theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N
cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
chlorprothixene	WSPOMRSOLSGNFJ-UHFFFAOYSA-N
chlorprothixene	WSPOMRSOLSGNFJ-AUWJEWJLSA-N
terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
benzthiazide	NDTSRXAMMQDVSW-UHFFFAOYSA-N
yohimbic acid	AADVZSXPNRLYLV-GKMXPDSGSA-N
felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
domperidone	FGXWKSZFVQUSTL-UHFFFAOYSA-N
dinoprost	PXGPLTODNUVGFL-YNNPMVKQSA-N
equilin	WKRLQDKEXYKHJB-HFTRVMKXSA-N
ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
nystatin	VQOXZBDYSJBXMA-QEKUPDCNSA-N
nystatin	VQOXZBDYSJBXMA-ISCGSDQNSA-N
nystatin	ZDFDJJJGIRGMBE-UHFFFAOYSA-N
nystatin	ZDFDJJJGIRGMBE-AFARJNEBSA-N
nystatin	ZDFDJJJGIRGMBE-GGHLNKJMSA-N
nystatin	SZYDXHPNWBHUAD-UHBGQPKLSA-N
nystatin	ZYYCHNFSUYYLTP-HWEHLMELSA-N
nystatin	VQOXZBDYSJBXMA-PNHDYXCYSA-N
nystatin	IJTNSXPMYKJZPR-UHFFFAOYSA-N
nystatin	VQOXZBDYSJBXMA-QVAIYGMRSA-N
nystatin	IKYMLQOHQLVORI-PLAPNZKPSA-N
nystatin	VQOXZBDYSJBXMA-NQTDYLQESA-N
nystatin	IKYMLQOHQLVORI-HSTSHOJBSA-N
nystatin	ZDFDJJJGIRGMBE-YMRVYQTRSA-N
nystatin	VQOXZBDYSJBXMA-RKEBNKJGSA-N
nystatin	VQOXZBDYSJBXMA-APKAJEQISA-N
nystatin	TZGGGAABSYEBCH-BPYTUWLESA-N
nystatin	VQOXZBDYSJBXMA-WRDWGCENSA-N
nystatin	VQOXZBDYSJBXMA-VHFLTRTASA-N
nystatin	PFADFVCWHVCPLV-PISACPBCSA-N
nystatin	VQOXZBDYSJBXMA-VNGPISPUSA-N
H-89	ZKZXNDJNWUTGDK-NSCUHMNNSA-N
hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
betahistine	UUQMNUMQCIQDMZ-UHFFFAOYSA-N
pentolonium	XSBSKEQEUFOSDD-UHFFFAOYSA-N
diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
phenacetin	CPJSUEIXXCENMM-UHFFFAOYSA-N
dexpropranolol	AQHHHDLHHXJYJD-CQSZACIVSA-N
primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
ketorolac	OZWKMVRBQXNZKK-UHFFFAOYSA-N
metitepine	RLJFTICUTYVZDG-UHFFFAOYSA-N
imipramine	BCGWQEUPMDMJNV-UHFFFAOYSA-N
lobeline	MXYUKLILVYORSK-QHAWAJNXSA-N
lobeline	MXYUKLILVYORSK-HBMCJLEFSA-N
lobeline	MXYUKLILVYORSK-HKBOAZHASA-N
lobeline	MXYUKLILVYORSK-PWRODBHTSA-N
lobeline	MXYUKLILVYORSK-UHFFFAOYSA-N
niclosamide	RJMUSRYZPJIFPJ-UHFFFAOYSA-N
esculin	XHCADAYNFIFUHF-TVKJYDDYSA-N
trioxysalen	FMHHVULEAZTJMA-UHFFFAOYSA-N
astemizole	GXDALQBWZGODGZ-UHFFFAOYSA-N
betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
fluvastatin	FJLGEFLZQAZZCD-MCBHFWOFSA-N
fluvastatin	FJLGEFLZQAZZCD-UHFFFAOYSA-N
scopolamine	STECJAGHUSJQJN-UHFFFAOYSA-N
testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
benzamil	KXDROGADUISDGY-UHFFFAOYSA-N
verapamil	SGTNSNPWRIOYBX-UHFFFAOYSA-N
dequalinium chloride	LTNZEXKYNRNOGT-UHFFFAOYSA-N
oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
alverine	ZPFXAOWNKLFJDN-UHFFFAOYSA-N
praziquantel	FSVJFNAIGNNGKK-UHFFFAOYSA-N
demecolcine	NNJPGOLRFBJNIW-HNNXBMFYSA-N
demecolcine	NNJPGOLRFBJNIW-UHFFFAOYSA-N
baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
